price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,luxury_score,area_sq,price_log
3885000,3780,2,1,2,1,1,1,0,0,0,0,0,14288400,15.172633541783885
3885000,3180,4,2,2,1,0,0,0,0,0,0,0,10112400,15.172633541783885
3850000,5300,5,2,2,1,0,0,0,0,0,0,0,28090000,15.163583706263967
3850000,3180,2,2,1,1,0,1,0,0,2,0,2,10112400,15.163583706263967
3850000,7152,3,1,2,1,0,0,0,1,0,0,1,51151104,15.163583706263967
3850000,4080,2,1,1,1,0,0,0,0,0,0,0,16646400,15.163583706263967
3850000,3850,2,1,1,1,0,0,0,0,0,0,0,14822500,15.163583706263967
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,4060225,15.163583706263967
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,4734976,15.163583706263967
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,11222500,15.159940714985465
3815000,3150,2,2,1,0,0,1,0,0,0,0,0,9922500,15.154451222700695
3780000,4820,3,1,2,1,0,0,0,0,0,0,0,23232400,15.14523456759577
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,11696400,15.14523456759577
3780000,3600,2,1,1,1,0,0,0,0,0,0,0,12960000,15.14523456759577
3780000,5830,2,1,1,1,0,0,0,0,2,0,2,33988900,15.14523456759577
3780000,2856,3,1,3,1,0,0,0,0,0,1,1,8156736,15.14523456759577
3780000,8400,2,1,1,1,0,0,0,0,1,0,1,70560000,15.14523456759577
3773000,8250,3,1,1,1,0,0,0,0,2,0,2,68062500,15.143380998946448
3773000,2520,5,2,1,0,0,1,0,1,1,0,2,6350400,15.143380998946448
3773000,6930,4,1,2,0,0,0,0,0,1,0,1,48024900,15.143380998946448
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,12110400,15.135932174933457
3710000,3600,3,1,1,1,0,0,0,0,1,0,1,12960000,15.126542434583618
3710000,4040,2,1,1,1,0,0,0,0,0,0,0,16321600,15.126542434583618
3710000,6020,3,1,1,1,0,0,0,0,0,0,0,36240400,15.126542434583618
3710000,4050,2,1,1,1,0,0,0,0,0,0,0,16402500,15.126542434583618
3710000,3584,2,1,1,1,0,0,1,0,0,0,0,12845056,15.126542434583618
3703000,3120,3,1,2,0,0,1,1,0,0,0,0,9734400,15.12465385989575
3703000,5450,2,1,1,1,0,0,0,0,0,0,0,29702500,15.12465385989575
3675000,3630,2,1,1,1,0,1,0,0,0,0,0,13176900,15.117063690629074
3675000,3630,2,1,1,1,0,0,0,1,0,0,1,13176900,15.117063690629074
3675000,5640,2,1,1,0,0,0,0,0,0,0,0,31809600,15.117063690629074
3675000,3600,2,1,1,1,0,0,0,0,0,0,0,12960000,15.117063690629074
3640000,4280,2,1,1,1,0,0,0,1,2,0,3,18318400,15.107494239612924
3640000,3570,3,1,2,1,0,1,0,0,0,0,0,12744900,15.107494239612924
3640000,3180,3,1,2,0,0,1,0,0,0,0,0,10112400,15.107494239612924
3640000,3000,2,1,2,1,0,0,0,1,0,0,1,9000000,15.107494239612924
3640000,3520,2,2,1,1,0,1,0,0,0,0,0,12390400,15.107494239612924
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,35521600,15.107494239612924
3640000,4130,3,2,2,1,0,0,0,0,2,0,2,17056900,15.107494239612924
3640000,2850,3,2,2,0,0,1,0,0,0,1,1,8122500,15.107494239612924
3640000,2275,3,1,3,1,0,0,1,1,0,1,2,5175625,15.107494239612924
3633000,3520,3,1,1,1,0,0,0,0,2,1,3,12390400,15.10556931120334
3605000,4500,2,1,1,1,0,0,0,0,0,0,0,20250000,15.097832328701186
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,16000000,15.097832328701186
3570000,3150,3,1,2,1,0,1,0,0,0,0,0,9922500,15.088076153755821
3570000,4500,4,2,2,1,0,1,0,0,2,0,2,20250000,15.088076153755821
3570000,4500,2,1,1,0,0,0,0,0,0,0,0,20250000,15.088076153755821
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,13249600,15.088076153755821
3535000,3850,3,1,1,1,0,0,0,0,2,0,2,14822500,15.07822385731281
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,17977600,15.068273526459642
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,13322500,15.068273526459642
3500000,4600,4,1,2,1,0,0,0,0,0,0,0,21160000,15.068273526459642
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,4558225,15.068273526459642
3500000,3036,3,1,2,1,0,1,0,0,0,0,0,9217296,15.068273526459642
3500000,3990,3,1,2,1,0,0,0,0,0,0,0,15920100,15.068273526459642
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,55115776,15.068273526459642
3500000,3480,3,1,1,0,0,0,0,1,0,0,1,12110400,15.068273526459642
3500000,3600,6,1,2,1,0,0,0,0,1,0,1,12960000,15.068273526459642
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,13249600,15.068273526459642
3500000,5900,2,1,1,1,0,0,0,0,1,0,1,34810000,15.068273526459642
3500000,3120,3,1,2,1,0,0,0,0,1,0,1,9734400,15.068273526459642
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,54022500,15.068273526459642
3500000,3512,2,1,1,1,0,0,0,0,1,1,2,12334144,15.068273526459642
3500000,9500,3,1,2,1,0,0,0,0,3,1,4,90250000,15.068273526459642
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,34574400,15.068273526459642
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,167547136,15.068273526459642
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,24010000,15.066271523788968
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,9363600,15.05822319060614
3465000,5320,2,1,1,1,0,0,0,0,1,1,2,28302400,15.05822319060614
3465000,2145,3,1,3,1,0,0,0,0,0,1,1,4601025,15.05822319060614
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,16000000,15.048070819142122
3430000,3185,2,1,1,1,0,0,0,0,2,0,2,10144225,15.048070819142122
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,14822500,15.048070819142122
3430000,2145,3,1,3,1,0,0,0,0,0,1,1,4601025,15.048070819142122
3430000,2610,3,1,2,1,0,1,0,0,0,1,1,6812100,15.048070819142122
3430000,1950,3,2,2,1,0,1,0,0,0,1,1,3802500,15.048070819142122
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,16321600,15.046027917512323
3395000,4785,3,1,2,1,1,1,0,1,1,0,2,22896225,15.037814318974933
3395000,3450,3,1,1,1,0,1,0,0,2,0,2,11902500,15.037814318974933
3395000,3640,2,1,1,1,0,0,0,0,0,0,0,13249600,15.037814318974933
3360000,3500,4,1,2,1,0,0,0,1,2,0,3,12250000,15.027451531939388
3360000,4960,4,1,3,0,0,0,0,0,0,0,0,24601600,15.027451531939388
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,16974400,15.027451531939388
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,22562500,15.027451531939388
3360000,3720,2,1,1,0,0,0,0,1,0,0,1,13838400,15.027451531939388
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,14062500,15.027451531939388
3360000,3100,3,1,2,0,0,1,0,0,0,0,0,9610000,15.027451531939388
3360000,3185,2,1,1,1,0,1,0,0,2,0,2,10144225,15.027451531939388
3353000,2700,3,1,1,0,0,0,0,0,0,0,0,7290000,15.025366025448365
3332000,2145,3,1,2,1,0,1,0,0,0,1,1,4601025,15.01908328226887
3325000,4040,2,1,1,1,0,0,0,0,1,0,1,16321600,15.016980232072092
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,22800625,15.016980232072092
3290000,2500,2,1,1,0,0,0,0,1,0,0,1,6250000,15.006398122741555
3290000,3180,4,1,2,1,0,1,0,1,0,0,1,10112400,15.006398122741555
3290000,6060,3,1,1,1,1,1,0,0,0,0,0,36723600,15.006398122741555
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,12110400,15.006398122741555
3290000,3792,4,1,2,1,0,0,0,0,0,0,0,14379264,15.006398122741555
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,16321600,15.006398122741555
3290000,2145,3,1,2,1,0,1,0,0,0,1,1,4601025,15.006398122741555
3290000,5880,3,1,1,1,0,0,0,0,1,0,1,34574400,15.006398122741555
3255000,4500,2,1,1,0,0,0,0,0,0,0,0,20250000,14.995702833624806
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,15444900,14.995702833624806
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,13249600,14.989230319119189
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,19096900,14.98489191752059
3220000,2684,2,1,1,1,0,0,0,1,1,0,2,7203856,14.98489191752059
3220000,4320,3,1,1,0,0,0,0,0,1,0,1,18662400,14.98489191752059
3220000,3120,3,1,2,0,0,0,0,0,0,0,0,9734400,14.98489191752059
3150000,3450,1,1,1,1,0,0,0,0,0,0,0,11902500,14.962913010801817
3150000,3986,2,2,1,0,1,1,0,0,1,0,1,15888196,14.962913010801817
3150000,3500,2,1,1,0,0,1,0,0,0,0,0,12250000,14.962913010801817
3150000,4095,2,1,1,1,0,0,0,0,2,0,2,16769025,14.962913010801817
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,2722500,14.962913010801817
3150000,3450,3,1,2,1,0,1,0,0,0,0,0,11902500,14.962913010801817
3150000,6750,2,1,1,1,0,0,0,0,0,0,0,45562500,14.962913010801817
3150000,9000,3,1,2,1,0,0,0,0,2,0,2,81000000,14.962913010801817
3150000,3069,2,1,1,1,0,0,0,0,1,0,1,9418761,14.962913010801817
3143000,4500,3,1,2,1,0,0,0,1,0,0,1,20250000,14.960688315779704
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,30195025,14.95622402265102
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,5750404,14.952974902096178
3115000,3000,3,1,1,0,0,0,0,1,0,0,1,9000000,14.951739710203691
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,14822500,14.951739710203691
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,12250000,14.951739710203691
3087000,8100,2,1,1,1,0,0,0,0,1,0,1,65610000,14.942710303484297
3080000,4960,2,1,1,1,0,1,0,1,0,0,1,24601600,14.940440154949757
3080000,2160,3,1,2,0,0,1,0,0,0,0,0,4665600,14.940440154949757
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,9548100,14.940440154949757
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,20250000,14.940440154949757
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,14440000,14.929011459126134
3010000,3090,3,1,2,0,0,0,0,0,0,0,0,9548100,14.917450636725059
3010000,3240,3,1,2,1,0,0,0,0,2,0,2,10497600,14.917450636725059
3010000,2835,2,1,1,1,0,0,0,0,0,0,0,8037225,14.917450636725059
3010000,4600,2,1,1,1,0,0,0,0,0,0,0,21160000,14.917450636725059
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,25765776,14.917450636725059
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,14062500,14.917450636725059
3010000,3630,4,1,2,1,0,0,0,0,3,0,3,13176900,14.917450636725059
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,64802500,14.915122346965468
2975000,4352,4,1,2,0,0,0,0,0,1,0,1,18939904,14.905754596961867
2961000,3000,2,1,2,1,0,0,0,0,0,0,0,9000000,14.901037607083728
2940000,5850,3,1,2,1,0,1,0,0,1,0,1,34222500,14.893920139314865
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,24601600,14.893920139314865
2940000,3600,3,1,2,0,0,0,0,0,1,0,1,12960000,14.893920139314865
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,13395600,14.893920139314865
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,12110400,14.893920139314865
2940000,2700,2,1,1,0,0,0,0,0,0,0,0,7290000,14.893920139314865
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,9922500,14.893920139314865
2940000,6615,3,1,2,1,0,0,0,0,0,0,0,43758225,14.893920139314865
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,9241600,14.869822587735804
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,13176900,14.869822587735804
2870000,6000,2,1,1,1,0,0,0,0,0,0,0,36000000,14.869822587735804
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,29160000,14.869822587735804
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,27040000,14.863706360718368
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,10890000,14.85755249514399
2835000,4350,3,1,2,0,0,0,1,0,1,0,1,18922500,14.85755249514399
2835000,2640,2,1,1,0,0,0,0,0,1,0,1,6969600,14.85755249514399
2800000,2650,3,1,2,1,0,1,0,0,1,0,1,7022500,14.845129975145433
2800000,3960,3,1,1,1,0,0,0,0,0,0,0,15681600,14.845129975145433
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,46240000,14.819812167161142
2730000,4000,3,1,2,1,0,0,0,0,1,0,1,16000000,14.819812167161142
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,16000000,14.806908762325234
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,15476356,14.793836680757881
2660000,2000,2,1,2,1,0,0,0,0,0,0,0,4000000,14.793836680757881
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,13176900,14.793836680757881
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,7840000,14.793836680757881
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,5904900,14.793836680757881
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,12110400,14.793836680757881
2660000,4000,3,1,1,1,0,0,0,0,0,0,0,16000000,14.793836680757881
2653000,3185,2,1,1,1,0,0,0,1,0,0,1,10144225,14.791201633119877
2653000,4000,3,1,2,1,0,0,0,1,0,0,1,16000000,14.791201633119877
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,8468100,14.772559282310597
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,12960000,14.767168433675721
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,19360000,14.767168433675721
2590000,3600,2,2,2,1,0,1,0,0,1,0,1,12960000,14.767168433675721
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,8294400,14.739769459487606
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,10112400,14.739769459487606
2520000,3000,2,1,2,1,0,0,0,0,0,0,0,9000000,14.739769459487606
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,19360000,14.725783217512866
2485000,3000,3,1,2,0,0,0,0,0,0,0,0,9000000,14.725783217512866
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,10304100,14.71159858252091
2450000,3240,2,1,1,0,1,0,0,0,1,0,1,10497600,14.71159858252091
2450000,3000,2,1,1,1,0,0,0,0,1,0,1,9000000,14.71159858252091
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,12250000,14.71159858252091
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,23425600,14.71159858252091
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,59290000,14.71159858252091
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,13213225,14.694307085410848
2380000,2475,3,1,2,1,0,0,0,0,0,0,0,6125625,14.682611045647658
2380000,2787,4,2,2,1,0,0,0,0,0,0,0,7767369,14.682611045647658
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,10653696,14.682611045647658
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,13249600,14.667795959862516
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,10112400,14.652758082497977
2275000,1836,2,1,1,0,0,1,0,0,0,0,0,3370896,14.637490610367188
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,15760900,14.637490610367188
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,15760900,14.637490610367188
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,3802500,14.621986423831222
2233000,5300,3,1,1,0,0,0,0,1,0,1,2,28090000,14.618856530822296
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,9000000,14.573977204644862
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,5760000,14.557447902693651
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,9000000,14.557447902693651
2100000,3360,2,1,1,1,0,0,0,0,1,0,1,11289600,14.557447902693651
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,11696400,14.4884550312067
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,2890000,14.452087387035824
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,13315201,14.452087387035824
1855000,2990,2,1,1,0,0,0,0,0,1,0,1,8940100,14.433395254023672
1820000,3000,2,1,1,1,0,1,0,0,2,0,2,9000000,14.414347059052979
1767150,2400,3,1,1,0,0,0,0,0,0,0,0,5760000,14.384878637342375
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,13104400,14.375126345899696
1750000,2910,3,1,1,0,0,0,0,0,0,0,0,8468100,14.375126345899696
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,14822500,14.375126345899696
